Pachastrella monilifera
Vertigo arctica
Argissa hamatipes
Hallomenus axillaris
Nelima gothica
Hallomenus binotatus
Phylloscopus inornatus
Ophonus puncticollis
Langerhansia cornuta
Stilomysis grandis
Ophonus rufibarbis
Synaphe punctalis
Phylloscopus proregulus
Paroligolophus agrestis
Phylloscopus schwarzi
Phasia aurulans
Phylloscopus sibilatrix
Vertigo lilljeborgi
Kalama tricornis
Castor fiber
Propebela rufa
Idothea pelagica
Phylloscopus trochiloides
Phasia obesa
Phylloscopus trochilus
Paromalus flavicornis
Phasia pusilla
Paralioclema winsnesi
Paromalus parallelepipedus
Vertigo pusilla
Vertigo pygmaea
Phylloscpous ibericus
Margarites groenlandicus
Argogorytes mystaceus
Batrisodes venustus
Vertigo ronnebyensis
Cryptophagus abietis
Tellina balaustina
Cryptophagus acutangulus
Caliroa annulipes
Argolamprotes micella
Cryptophagus angustus
Caliroa cerasi
Vertigo substriata
Galathea dispersa
Caliroa tremulae
Cryptophagus confertus
Cryptophagus confusus
Cryptophagus corticinus
Pluvialis apicaria
Pluvialis apricaria
Cryptophagus dentatus
Pluvialis apricarius
Cryptophagus distinguendus
Pluvialis dominica
Cryptophagus dorsalis
Cryptophagus fallax
Pluvialis fulva
Pluvialis squatarola
Macrorhynchus groenlandicus
Cryptophagus labilis
Cryptophagus lapponicus
Cryptophagus laticollis
Acanthosoma haemorrhoidale
Cryptophagus longitarsis
Cryptophagus micaceus
Tachyporus quadriscopulatus
Pityogenes bidentatus
Cryptophagus pilosus
Calitys scabra
Cryptophagus populi
Cryptophagus pseudodentatus
Cryptophagus pubescens
Pityogenes quadridens
Pityogenes trepanatus
Cryptophagus saginatus
Cryptophagus scanicus
Cynegetis impunctata
Pityohyphantes phrygianus
Cryptophagus scutellatus
Cryptophagus setulosus
Tellina fabula
Trisaccopharynx westbladi
Cryptophagus subdepressus
Cryptophagus subfumatus
Trisateles emortualis
Myelois circumvoluta
Cinclus cinclus
Coleophora squamosella
Pityophagus ferrugineus
Alainites muticus
Cercyon atricapillus
Dipoena inornata
Epilecta linogrisea
Propilidium exiguum
Cercyon convexiusculus
Dipoena melanogaster
Cercyon depressus
Papestra biren
Epilepton clarkiae
Acanthostepheia malmgreni
Chilo phragmitella
Cercyon granarius
Cosmotriche lobulina
Admete viridula
Cercyon haemorrhoidalis
Lanice conchilega
Lanice conchylega
Cercyon impressus
Thermocyclops dybowskii
Ophryoxus gracilis
Cryptopygus scapellifer
Gillmeria ochrodactyla
Gillmeria pallidactyla
Anelasma squalicola
Cercyon littoralis
Hemiaclis glabra
Paphia aurea
Cercyon marinus
Cercyon melanocephalus
Dicallomera fascelina
Raphitoma boothii
Admontia grandicornis
Raphitoma concinna
Bolbosoma turbinella
Cercyon obsoletus
Raphitoma echinata
Raphitoma formosa
Cercyon pygmaeus
Gilpinia frutetorum
Cercyon quisquilius
Raphitoma leufroyi
Decantha borkhausenii
Gilpinia hercyniae
Raphitoma linearis
Graphiphora augur
Pneumodermopsis paucidens
Raphitoma purpurea
Cercyon terminatus
Paphia rhomboides
Cercyon tristis
Cercyon unipunctatus
Cercyon ustulatus
Pityophthorus lichtensteini
Pityophthorus lichtensteinii
Melasis buprestoides
Pityophthorus micrographus
Nithecus jacobaeae
Bryaxis bulbifer
Iophon dubium
Kalcapion urticarium
Rhyncholepis parvulus
Chilocorus renipustulatus
Gaidius tenuispinus
Metretopus alter
Iophon piceum
Iophon spinulentum
Halocynthia pyriformis
Adomerus biguttatus
Cantharis decipiens
Bolephthyphantes index
Lepidochitona cinereus
Chilodes maritima
Cantharis figurata
Tellina pygmaea
Thetidia smaragdaria
Cantharis fulvicollis
Nitidula bipunctata
Cantharis fusca
Lanius collurio
Bryaxis puncticollis
Lysilla loveni
Hornera lichenoides
Lanius cristatus
Nitidula rufipes
Cantharis livida
Lanius excubitor
Nemadus colonoides
Erythrops serrata
Cantharis nigra
Cantharis nigricans
Cossura longocirrata
Cantharis obscura
Brychius elevatus
Pityphilus fasciculatus
Lanius isabellinus
Apethymus apicalis
Cossus cossus
Cantharis pellucida
Apethymus serotinus
Cerebratulus marginatus
Cerebratulus marginaus
Boletina basalis
Boletina borealis
Boletina brevicornis
Boletina cincticornis
Cantharis rufa
Boletina digitata
Helotropha leucostigma
Diprion pini
Boletina dissipata
Boletina dubia
Diprion similis
Cantharis rustica
Lanius meridionalis
Boletina gripha
Boletina griphoides
Boletina groenlandica
Lanius minor
Boletina jamalensis
Boletina lundbecki
Cryptopleurum crenatum
Boletina lundstroemi
Lanius nubicus
Boletina maculata
Boletina minuta
Boletina moravia
Lepidopleurus asellus
Boletina nigricans
Boletina nigrofusca
Boletina nitida
Tellina tenuis
Proporus brochii
Boletina plana
Proporus lonchitis
Lanius senator
Boletina rejecta
Boletina sciarina
Phaulernis fulviguttella
Boletina silvatica
Pamphilius stramineipes
Boletina takagii
Boletina triangularis
Punctum pygmaeum
Boletina trispinosa
Boletina trivittata
Scraptia fuscula
Boletina villosa
Cataclysta lemnata
Pamphilius sylvaticus
Lamia textor
Dicentrarchus labrax
Phaulodinychus repletus
Clytra quadripunctata
Proprioseiopsis messor
Pamphilius varius
Polyxenus lagurus
Alaskozetes antarcticus
Nemapogon clematella
Nemapogon cloacella
Halolaelaps celticus
Nemapogon fungivorella
Halolaelaps incisus
Halolaelaps marinus
Puncturella noachina
Nemapogon granella
Clytus arietis
Nemapogon nigralbella
Calliactis kr
Nemapogon picarella
Lepidocyrtus cyaneus
Adontorhina similis
Nemapogon variatella
Nemapogon wolffiella
Micracanthia fennica
Lepidocyrtus lanuginosus
Lepidocyrtus lignorum
Argynnis adippe
Phyllobrotica quadrimaculata
Argynnis aglaja
Lepidocyrtus pallidus
Pungitius pungitius
Poecilus cupreus
Cryptops hortensis
Nemasoma varicorne
Pisidium lilljeborgii
Conistra erythrocephala
Hydraecia micacea
Scrobipalpa acuminatella
Propylea quatuordecimpunctata
Pseudopolydora paucibranchiata
Pseudopolydora pulchra
Scrobipalpa atriplicella
Nemastoma bimaculatum
Cryptops parisi
Argynnis niobe
Phaxas pellucidus
Scrobipalpa clintoni
Argynnis paphia
Vespertilio murinus
Conistra rubiginea
Thiasophila angulata
Thiasophila canaliculata
Thiasophila wockii
Nemastoma lugubre
Conistra vaccinii
Synchaeta grandis
Somateria mollisima
Dicerca aenea
Argyra argentata
Scrobipalpa murinella
Argyra auricollis
Scrobipalpa nitentella
Somateria spectabilis
Argyra confinis
Scrobipalpa obsoletella
Dicerca furcata
Anatella aquila
Argyra ilonae
Synchelidium haplocheles
Libellula depressa
Synchelidium maculatum
Lobesia abscisana
Dicerca moesta
Cryptopygus antarcticus
Scrobipalpa reiprichi
Lobesia bicinctana
Cryptopygus bipunctatus
Scrobipalpa samadensis
Cryptopygus clavatus
Scrobipalpa stangei
Odontomyia argentata
Leiobunum rupestre
Lobesia littoralis
Assara terebrella
Cryptopygus thermophilus
Lobesia reliquana
Anatella lenis
Hydraena britteni
Lobesia virulenta
Scrobipalpula diffluella
Synchita humeralis
Odontomyia hydroleon
Scrobipalpula psilella
Telmatophilus caricis
Sialis fuliginosa
Iphimedia obesa
Libellula quadrimaculata
Vespula austriaca
Somatochlora alpestris
Telmatophilus typhae
Micralymma marinum
Somatochlora arctica
Sialis lutaria
Micrambe bimaculatus
Odontomyia microleon
Micrambe longitarsis
Somatochlora flavomaculata
Micrambe villosus
Vespula rufa
Sialis sordida
Somatochlora metallica
Vespula vulgaris
Iphinoe serrata
Somatochlora sahlbergi
Sauterina hofmanniella
Agonum piceum
Lobipes lobatus
Hydraena gracilis
Valvata piscinalis
Pyrausta aurata
Gisinianus flammeolus
Nematinus bilineatus
Hemaris fuciformis
Nematinus fuscipennis
Cryptorhynchus lapathi
Parornix anglicella
Adoxophyes orana
Telmaturgus tumidulus
Parornix betulae
Cnaemidophorus rhododactyla
Hemaris tityus
Parornix devoniella
Gitana sarsi
Parornix finitimella
Parornix loganella
Parornix polygrammella
Xenus cinereus
Parornix scoticella
Metridium senile
Trachyphloeus aristatus
Parornix torquillella
Xenylla acauda
Trachyphloeus bifoveolatus
Xenylla boerneri
Xenylla brevicauda
Odontopera bidentata
Bryocoris pteridis
Xenylla corticalis
Trisopterus esmarkii
Trisopterus luscus
Xenylla grisea
Trisopterus minutus
Xenylla humicola
Xenylla maritima
Telolauca pellucens
Xenylla mediterranea
Placochilus seladonicus
Amblyptilia acanthadactyla
Ipidia binotata
Hydraena riparia
Xenylla tullbergi
Amblyptilia punctidactyla
Xenylla xavieri
Trachyphloeus rectus
Ipimorpha contusa
Conobathra repandana
Xenyllodes armatus
Somniosus microcephalus
Ipimorpha retusa
Ipimorpha subtusa
Meles meles
Amblyraja radiata
Astacilla dilatata
Savignia frontata
Argyresthia abdominalis
Thinobius brundini
Argyresthia albistria
Thinobius crinifer
Hemerobius humulinus
Argyresthia arceuthina
Argyresthia aurulentella
Argyresthia bergiella
Thinobius longicornis
Argyresthia bonnetella
Argyresthia brockeella
Thinobius munsteri
Syncopacma cinctella
Argyresthia conjugella
Hemerobius marginatus
Argyresthia curvella
Syncopacma karvoneni
Argyresthia dilectella
Syncopacma sangiella
Argyresthia fundella
Agathidium mandibulare
Argyresthia glabratella
Syncopacma taeniolella
Argyresthia glaucinella
Argyresthia goedartella
Micranurida forsslundi
Peponocranium ludicrum
Micranurida granulata
Argyresthia ivella
Micranurida pygmaea
Argyresthia laevigatella
Micranurophorus musci
Thinodromus arcuatus
Placodium chrysoleucum
Argyresthia praecocella
Decticus verrucivorus
Argyresthia pruniella
Hemerobius simulans
Argyresthia pulchella
Hemerobius stigma
Argyresthia pygmaeella
Nematomenia arctica
Argyresthia retinella
Argyresthia semifusca
Micraphorura absoloni
Argyresthia semitestacella
Argyresthia sorbiella
Icelus bicornis
Argyresthia spinosella
Xeris spectrum
Cleopomiarus graminis
Lysippides fragilis
Argyresthia trifasciata
Dyschirius globosus
Lepidonotus squamatus
Micrargus apertus
Micrargus herbigradus
Micrargus subaequalis
Chiloxanthus pilosus
Chiloxanthus stellatus
Rattus norvegicus
Saxicavella jeffreysi
Sibinia viscariae
Margarinotus brunneus
Adscita statices
Margarinotus carbonarius
Halorates reprobus
Rattus rattus
Halorates spetsbergensis
Chimaera monstrosa
Catapion meieri
Catapion seniculus
Margarinotus merdarius
Margarinotus neglectus
Margarinotus purpurascens
Thinoseius spinosus
Syndesmis echinorum
Chimaericola leptogaster
Saxicola rubetra
Margarinotus striola
Nematopogon adansoniella
Saxicola rubicola
Nematopogon magna
Nematopogon metaxella
Nematopogon pilella
Astarte borealis
Nematopogon robertella
Nematopogon schwarziellus
Nematopogon swammerdamella
Saxicola torquatus
Astarte compressa
Astarte crebicostata
Astarte crebricostata
Astarte crenata
Cyclops scutifer
Lepidophyllum steenstrupi
Micrasema nigrum
Cerianthus lloydi
Cerianthus lloydii
Prosena siberita
Astarte elliptica
Ophyiulus pilosus
Odontoscelis fuliginosa
Pupilla muscorum
Halosalda lateralis
Myllaena brevicornis
Parougia caeca
Laomedea flexuosa
Parougia eliasoni
Upupa epops
Myllaena intermedia
Hemerodromia raptoria
Astarte montagui
Scrupocellaria reptans
Scrupocellaria scabra
Opigena polygona
Scrupocellaria scruposa
Laonice bahusiensis
Laonice cirrata
Thiodia citrana
Laonice sarsi
Odontosia carmelita
Laonome kroyeri
Margarites costalis
Odontosia sieversii
Margarites groenlandica
Astarte sulcata
Margarites helicenus
Margarites helicina
Margarites helicinus
Opilio parietinus
Escharella abyssicola
Bryophila domestica
Galathea intermedia
Escharella immersa
Bryophila raptricula
Escharella klugei
Margarites olivaceus
Escharella laqueata
Ceriodaphnia laticaudata
Galathea nexa
Ceriodaphnia megops
Trachys minuta
Ceriodaphnia pulchella
Ceriodaphnia quadrangula
Trachys minutus
Escharella ventricosa
Ceriodaphnia reticulata
Cryptostemma pusillimus
Ceriodaphnia rotunda
Cryptostemma waltli
Opilo mollis
Galathea squamifera
Galathea strigosa
Nematus caeruleocarpus
Graphoderus zonatus
Galathea tridentata
Catarhoe cuculata
Trachys scrobiculata
Acartacama proboscidea
Catarhoe rubidata
Epimeria cornigera
Lepidopleurus alveolus
Margaritifera margaritifera
Lythraria salicariae
Lythria cruentaria
Grapholita aureolana
Grapholita compositella
Nematus longispinis
Nematus lucidus
Lythria purpuraria
Hydrelia flammeolaria
Galathowenia oculata
Grapholita discretana
Lobophora halterata
Pomatoceros triqueter
Grapholita funebrana
Grapholita janthinana
Hydrelia sylvata
Grapholita jungiella
Nivellia sanguinosa
Grapholita lunulana
Xerolycosa miniata
Xerolycosa nemoralis
Grapholita orobana
Grapholita pallifrontana
Laothoe populi
Borkhausenia fuscescens
Grapholita tenebrosana
Sicista betulina
Thiotricha subocellea
Temnocerus nanus
Temnocerus tomentosus
Perapion affine
Nemaxera betulinella
Perapion curtirostre
Anerastia lotella
Eucosma lacteana
Perapion marchicum
Bactericera striola
Bryoporus cernuus
Perapion sedi
Perapion violaceum
Bryoporus punctipennis
Bryoporus rugipennis
Synapion ebeninum
Hydroporus nigrita
Careproctus reinhardti
Rusina ferruginea
Stiroma affinis
Callicera aurata
Acasis appensata
Acasis viretata
Pomatoschistus microps
Aphanostoma rhomboides
Pomatoschistus minutus
Deilephila elpenor
Pomatoschistus norvegicus
Pomatoschistus pictus
Callicerus obscurus
Asthena albulata
Cnephalocotes obscurus
Deilephila porcellus
Papilio machaon
Baëtis niger
Baëtis rhodani
Baëtis subalpinus
Ciona intestinalis
Micrelus ericae
Molorchus minor
Deileptenia ribeata
Kleidocerys resedae
Cnephasia asseclana
Nemertesia antennina
Pseudorymosia foeva
Cnephasia communana
Perca fluviatilis
Aneugmenus coronatus
Cnephasia genitalana
Galba truncatula
Aneugmenus temporalis
Cnephasia incertana
Sicus abdominalis
Acaulis primarius
Nemertoderma bathycola
Sicus ferrugineus
Sicus fusenensis
Opisthograptis luteolata
Bolitobius castaneus
Placostegus tridentatus
Bolitobius cingulatus
Cnephasia pasiuana
Bolitochara mulsanti
Cnephasia stephensiana
Bolitochara pulchra
Hydriomena furcata
Aphantopus hyperantus
Argyropelecus olfersi
Hydriomena impluviata
Cionus hortulanus
Catastia kistrandella
Catastia marginea
Cynthia echinata
Capella gallinago
Molothrus ater
Capella media
Hydriomena ruberata
Cionus scrophulariae
Lytospira norvegica
Argyroploce aquilonana
Argyroploce arbutella
Phyllotreta atra
Argyroploce concretana
Argyroploce externa
Argyroploce lediana
Phyllotreta exclamationis
Phyllotreta flexuosa
Astenus gracilis
Argyroploce noricana
Phyllotreta nemorum
Argyroploce roseomaculana
Melogona gallica
Phyllotreta ochripes
Graptodytes pictus
Alboglossiphonia heteroclita
Hydrobates pelagicus
Astenus procerus
Astenus pulchellus
Halticus apterus
Phyllotreta striolata
Dicheirotrichus cognatus
Dicheirotrichus gustavii
Karlstejnia norvegica
Phyllotreta undulata
Dicheirotrichus placidus
Karnekampia sulcata
Accacladium serpentulus
Phyllotreta vittula
Aneurus laevis
Bolitophagus reticulatus
Temnostethus gracilis
Temnostethus pusillus
Bolitophila aperta
Bolitophila austriaca
Bolitophila bimaculata
Bryotropha affinis
Bolitophila cinerea
Temnostoma apiforme
Stizostedion lucioperca
Bolitophila dubia
Epinotia abbreviana
Bolitophila fumida
Stephensia brunnichella
Bolitophila hybrida
Bryotropha desertella
Laphria flava
Bolitophila maculipennis
Bryotropha galbanella
Temnostoma vespiforme
Bolitophila modesta
Molorchus umbellatarum
Bolitophila nigrolineata
Epinotia bilunana
Laphria gibbosa
Glaenocorisa propinqua
Epinotia brunnichana
Epinotia caprana
Bolitophila tenella
Bryotropha plantariella
Bryotropha purpurella
Epinotia crenana
Pomponema kosterae
Bryotropha senectella
Epinotia cruciana
Bryotropha similis
Epinotia demarniana
Argyrotaenia ljungiana
Argyroneta aquatica
Euxinia baltica
Bryotropha terrella
Bryotropha umbrosella
Uralaphorura schilovi
Epinotia fraternana
Epinotia gimmerthaliana
Epinotia granitana
Molva dypterygia
Hydrobia ulvae
Cucullia umbratica
Psolus squamatus
Epinotia immundana
Molva molva
Hydrobia ventrosa
Epinotia indecorana
Epinotia maculana
Dichelia histrionana
Crypturgus cinereus
Epinotia mercuriana
Crypturgus hispidulus
Epinotia nanana
Epinotia nemorivaga
Epinotia nigricana
Crypturgus pusillus
Epinotia nisella
Crypturgus subcribrosus
Myodes glareolus
Campodea lubbocki
Accipiter gentilis
Myodes rufocanus
Epinotia pygmaeana
Myodes rutilus
Epinotia ramella
Placusa atrata
Lochmaea caprea
Placusa depressa
Epinotia rubiginosana
Emberiza calandra
Placusa incompleta
Odostomia acuta
Placusa suecica
Lochmaea suturalis
Placusa tachyporoides
Epinotia signatana
Circaetus gallicus
Syneta betulae
Epinotia solandriana
Hydrobius arcticus
Epinotia sordidana
Epinotia subocellana
Hydrobius fuscipes
Epinotia subsequana
Dichelopandalus bonnieri
Epinotia tedella
Epinotia tenerana
Pseudosciaphila branderiana
Temora longicornis
Epinotia tetraquetrana
Epinotia trigonella
Perconia strigillaria
Accipiter nisus
Conomelus anceps
Callicorixa praeusta
Callicorixa producta
Lapidoplax buski
Callicorixa wollastoni
Karsholtia marianii
Nemobius sylvestris
Odostomia conoidea
Odostomia conspicua
Xestia alpicola
Nemertopsis actinophila
Xestia ashworthii
Xestia baja
Xestia c-nigrum
Cafius xantholoma
Xestia castanea
Ichnopus spinicornis
Atelecyclus rotundatus
Xestia collina
Odostomia eulimoides
Phylus coryli
Phylus melanocephalus
Epione repandaria
Epione vespertaria
Halyzia sedecimguttata
Xestia gelida
Hamacantha diversichela
Hamacantha falcula
Capitella capitata
Xestia laetabilis
Albulina optilete
Xestia lorezi
Albulina orbitulus
Catenipora tapaensis
Xestia lyngei
Syngnathus acus
Oxycera trilineata
Crystallogobius linearis
Phaedon cochleariae
Conopalpus testaceus
Tholera cespitis
Xestia quieta
Tholera decimalis
Xestia rhaetica
Xestia sexstrigata
Xestia sextrigata
Xestia sincera
Chlamys sulcata
Xestia speciosa
Xestia stigmatica
Aphelia paleana
Circomphalus casina
Xestia tecta
Aphelia unitana
Xestia triangulum
Alburnus alburnus
Aphelia viburnana
Aphelia viburniana
Xestia xanthographa
Capitomastus minimus
Odostomia scalaris
Syngnathus rostellatus
Sida crystallina
Pusillina inconspicua
Pseudosetia turgida
Oxychilus alliarius
Syngnathus typhle
Myopa buccata
Hemichroa australis
Hydrochus ignicollis
Meligethes aeneus
Xestobium rufovillosum
Pusillina sarsii
Oxychilus cellarius
Meligethes atratus
Meligethes bidens
Meligethes brunnicornis
Oxychilus draparnaudi
Odostomia turrita
Odostomia umbilicaris
Myopa testacea
Deleaster dichrous
Odostomia unidentata
Mompha conturbatella
Alca torda
Mompha divisella
Meligethes coeruleovirens
Boloria aquilonaris
Phymatocera aterrima
Boloria napaea
Mompha epilobiella
Boloria chariclea
Meligethes corvinus
Cerithiella metula
Boloria euphrosyne
Boloria freija
Boloria frigga
Mompha idaei
Melangyna coei
Meligethes denticulatus
Boloria selene
Mompha lacteella
Boloria thore
Sophronia chilonella
Mompha langiella
Boloria eunomia
Sophronia gelidella
Mompha locupletella
Tenebrio molitor
Sophronia semicostella
Delectopecten vitreus
Pseudosinella alba
Meligethes flavimanus
Locustella certhiola
Mompha raschkiella
Callidium aeneum
Mompha sturnipennella
Locustella fluviatilis
Mompha subbistrigella
Locustella lanceolata
Stephostethus variolosus
Noctua comes
Locustella luscinioides
Locustella naevia
Tenebroides mauritanicus
Pseudosinella halophila
Pseudosinella immaculata
Nemophora belella
Aphelocheirus aestivalis
Capnia atra
Katastrophomena woodlandens
Noctua fimbriata
Capnia bifrons
Meligethes morosus
Pseudosinella octopunctata
Circus aeruginosus
Nemophora degeerella
Arhopalus rusticus
Meligethes nigrescens
Boloria improba
Meligethes norvegicus
Urastoma cyprinae
Meligethes ochropus
Chlamys varia
Meligethes ovatus
Circus cyaneus
Noctua interjecta
Meligethes pedicularius
Kateretes pedicularius
Noctua janthe
Nemophora minimella
Kateretes pusillus
Esox lucius
Microcalanus pusillus
Circus macrourus
Microcalanus pygmaeus
Loderus eversmanni
Callidium coriaceum
Loderus gilvipes
Boloria polaris
Cottunculus microps
Circus pygargus
Capnia pygmaea
Meligethes subrugosus
Noctua orbona
Glareola maldivarum
Glareola nordmanni
Meligethes umbrosus
Glareola pratincola
Noctua pronuba
Hemicrepidius hirtus
Meligethes viridescens
Hemicrepidius niger
Ctenicera cuprea
Sprattus sprattus
Ctenicera pectinicornis
Meligramma guttata
Cirolana borealis
Cottus gobio
Columba palumbus
Microcara testacea
Angerona prunaria
Acanthochitona crinita
Boltenia echinata
Ips acuminatus
Pontaster tenuispinus
Elaphrus lapponicus
Phymatodes testaceus
Galeorhinus galeus
Helcystogramma rufescens
Cottus poecilopus
Ips duplicatus
Dichomeris alacella
Cerithiopsis tubercularis
Melitaea cinxia
Perdix perdix
Protolampra sobrina
Callidium violaceum
Apherusa clevei
Apherusa jurinei
Apion haematodes
Alcedo atthis
Scutigerella immaculata
Ips sexdentatus
Aphia minuta
Pocadicnemis pumila
Aphidecta obliterata
Dichomeris juniperella
Ips typographus
Cteniopus sulphureus
Arianta arbustorum
Dichomeris latipennella
Bolyphantes alticeps
Bolyphantes luteolus
Bedellia somnulentella
Myopus schisticolor
Glaucidium passerinum
Cirratulus cirratus
Tenthredo aaliensis
Tenthredo amoena
Larentia clavaria
Tenthredo arctica
Scutopus ventrolineatus
Tenthredo arcuata
Tenthredo atra
Tenthredo balteata
Arichanna melanaria
Leiodes gyllenhalii
Tenthredo brevicornis
Tenthredo campestris
Alces alces
Esperiopsis fucorum
Tenthredo colon
Xiphias gladius
Capnopsis schilleri
Catharus minimus
Cirrhia gilvago
Cirrhia icteritia
Syngrapha diasema
Catharus ustulatus
Tenthredo ferruginea
Aricia artaxerxes
Syngrapha hochenwarthi
Phymatopus hecta
Rhynchotalona falcata
Syngrapha interrogationis
Clepsis rurinana
Greenomyia baikalica
Syngrapha microgamma
Tenthredo ignobilis
Ictalurus nebulosus
Syngrapha parilis
Nemotelus nigrinus
Nemotelus notatus
Lota lota
Tenthredo livida
Galerida cristata
Tenthredo mandibularis
Aricia eumedon
Macandrevia cranium
Tenthredo mesomelas
Tenthredo mioceras
Tenthredo moniliata
Nemotelus uliginosus
Tenthredo neobesa
Macandrewia cranium
Tenthredo notha
Tenthredo obsoleta
Tenthredo olivacea
Phtisica acaudata
Discestra melanopa
Limenitis populi
Peresiella clymenoides
Parus ater
Autalia impressa
Autalia longicornis
Nemoura avicularis
Autalia puncticollis
Autalia rivularis
Tenthredo scrophulariae
Leiodes picea
Tenthredo silensis
Graptodytes granularis
Parus atricapillus
Nemoura cinerea
Tenthredo temula
Monalocoris filicis
Larinioides cornutus
Larinioides patagiatus
Oplodontha viridula
Larinioides sclopetarius
Recurvaria leucatella
Scydmaenus hellwigii
Tenthredo vespa
Nemoura flexuosa
Chionodes distinctella
Chionodes electella
Tenthredo zonula
Lohmannella falcata
Chionodes fumatella
Parus cinctus
Prosternon tesselatum
Prosternon tessellatum
Chionodes holosericella
Eupithecia abbreviata
Tenthredopsis auriculata
Chionodes ignorantella
Pychnota paradoxa
Tenthredopsis excisa
Tenthredopsis friesei
Parus cristatus
Recurvirostra avosetta
Chionodes luctuella
Tenthredopsis litterata
Tenthredopsis nassata
Prostheceraeus vittatus
Scydmaenus tarsatus
Aricidea abranchiata
Tenthredopsis scutellaris
Coccidula scutellata
Aricidea albatrossae
Chionodes nubilella
Aricidea belgica
Aricidea catherinae
Conops flavipes
Hammerschmidtia ferruginea
Scydmoraphes minutus
Melinna cristata
Tentorium semisuberites
Chionodes viduella
Scolopostethus pictus
Chionodes violacea
Aricidea laubieri
Oecetis furva
Callilepis nocturna
Aricidea minuta
Oplosia fennica
Larinus planus
Coccinella magnifica
Pontocrates altamarinus
Aricidea roberti
Oecetis lacustris
Nemoura sahlbergi
Coccinella quinquepunctata
Aythya fuligula
Aricidea suecicia
Conops quadrifasciatus
Scyliorhinus canicula
Phyllotreta tetrastigma
Coccinella septempunctata
Aricidea wassi
Oecetis notata
Ameletus inopinatus
Parus montanus
Pontocypris trigonella
Oecetis ochracea
Autographa bractea
Conops strigatus
Coccinella trifasciata
Autographa buraetica
Stomphia coccinea
Conops vesicularis
Autographa gamma
Aneurus avenius
Rhyncolus elongatus
Autographa jota
Parus palustris
Nemozoma elongatum
Autographa macrogamma
Oecetis testacea
Podabrus alpinus
Oxyethira flavicornis
Autographa pulchrina
Squalus acanthias
Podabrus lapponicus
Rhyncolus sculpturatus
Marionina sublitoralis
Licinus depressus
Nemurella pictetii
Oxyethira mirabilis
Podabrus obscuripes
Pheosia gnoma
Tritoma bipustulata
Oxyethira sagittifera
Kefersteinia cirrata
Euphydryas iduna
Pseudoswammerdamia combinella
Noeeta pupillata
Aridius nodifer
Conosanus obsoletus
Coccinula quatuordecimpustulata
Hydroglyphus geminus
Sideridis reticulata
Sideridis rivularis
Reduvius personatus
Sideridis turbida
Macrochaeta clavicornis
Physa fontinalis
Delichon urbicum
Keijia tincta
Pontophilus norvegicus
Pontophilus spinosus
Reesa vespulae
Rhynocoris annulatus
Pontoporeia femorata
Tenuiphantes alacris
Oecophora bractella
Pseudotachidius coronatus
Tenuiphantes cristatus
Tenuiphantes falvipes
Tenuiphantes flavipes
Tenuiphantes mengei
Hemigellius arcofer
Tenuiphantes tenebricola
Galeruca tanaceti
Tenuiphantes tenuis
Tenuiphantes zimmermanni
Typhlamphiascus confusus
Idaea aversata
Microchordeuma gallicum
Macaria alternata
Galerucella lineola
Idaea biselata
Hydroides norvegica
Hydroides norvegicus
Macaria brunneata
Galerucella nymphaeae
Bubo bubo
Pseudotanais affinis
Regalecus glesne
Scymnus abietis
Microchrysa flavicornis
Macaria fusca
Pseudotanais falcifer
Galerucella sagittariae
Macaria liturata
Parvicardium exiguum
Plagiodera versicolora
Galerucella tenella
Macaria loricaria
Microchrysa polita
Parvicardium minimum
Macaria notata
Spiriverpa lunulata
Scymnus auritus
Parvicardium ovale
Bombus humilis
Parvicardium pinnulatum
Parvicardium scabrum
Macaria signaria
Pergamasus quisquiliarum
Elmis aenea
Bombus alpinus
Scymnus femoralis
Scymnus fennicus
Pachyta lamed
Bubo scandiacus
Scymnus frontalis
Mycetoporus nigricollis
Idaea deversaria
Bolitophila occlusa
Scymnus haemorrhoidalis
Bombus balteatus
Opostega salaciella
Idaea dimidiata
Cyclosa conica
Oedalea ringdahli
Oedalea stigmatella
Bombus bohemicus
Oedalea zetterstedti
Scymnus jakowlewi
Idaea emarginata
Bombus campestris
Scymnus limbatus
Plagiognathus albipennis
Bombus consobrinus
Plagiognathus arbustorum
Galeus melanostomus
Galeus melastomus
Plagiognathus chrysanthemi
Synoicum pulmonaria
Deliphrum tectum
Nola confusalis
Aega psora
Bombus flavidus
Nola cucullatella
Idaea humiliata
Aega stroemii
Hanleya hanleyi
Arion ater
Hanleya nagelfar
Arion circumscriptus
Rhyparochromus phoenicus
Rhyparochromus pini
Bombus hortorum
Arion distinctus
Pherusa flabellata
Nola karelica
Arion fasciatus
Capra hircus
Scypha ciliata
Arion fuscus
Scypha coronata
Bombus hypnorum
Arion intermedius
Pycnoglypta lurida
Arion lusitanicus
Oxyloma elegans
Tephritis cometa
Arion silvaticus
Tephritis conura
Galeatus spinifrons
Discocelides langi
Tephritis dilacerata
Kellia suborbicularis
Regulus ignicapilla
Bombus lapidarius
Idaea maritimaria
Bombus lapponicus
Callionymus lyra
Kellicottia longispina
Bombus lucorum
Regulus regulus
Elodes marginata
Elodes minuta
Pycnogonum littorale
Kelliella miliaris
Protaetia cuprea
Macdunnoughia confusa
Larus argentatus
Idaea muricata
Tephritis leontodontis
Myotis brandti
Thorogobius ephippiatus
Larus atricilla
